,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1385813854202961920,1385813854202961920,"After reading this we can say that yes! Not all are same! There are many people in both the countries who wants pea… https://t.co/5WyKbp8VlK
",after reading this we can say that yes not all are same there are many people in both the countries who wants pea,0.8696286352332105,0.6865091,Supportive,Supportive,Supportive,Supportive,en
1386184546706673667,1386184546706673667,"@Buntyshelke_inc @srinivasiyc Bravo  India really need people like this.  Proud of you 👍  #ShameonModiGovt  #ShameOnModi  #indianeedoxygen
",bravo india really need people like this proud of you,0.0360649189223916,0.693558,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385646451238346752,1385646451238346752,"We have our differences on how they see things and how we see things, but from start Pakistanis said no to war as i… https://t.co/FJoQzodEE1
",we have our differences on how they see things and how we see things but from start pakistanis said no to war as i,0.284478483866516,0.68167555,Supportive,Supportive,Supportive,Supportive,en
1385762375161327616,1385762375161327616,"May Allah have mercy on you and end this Covid-19 disease with your mercy. 🙏🙏 #PakistanstandswithIndia
",may allah have mercy on you and end this covid 19 disease with your mercy,0.0128516444279164,0.7853509,Supportive,Supportive,Supportive,Supportive,en
1385188441890062336,1385188441890062336,"RT @Unified_India1: UP chief minister,Yogi Adityanath puts out controversial tweet on oxygen crisis faced by his government.“hindu sach mei…
",rt up chief minister yogi adityanath puts out controversial tweet on oxygen crisis faced by his government hindu sach mei,0.0028499915092767,0.7589361,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387627528370614272,1387627528370614272,"We praise your name Lord Jesus, for your mighty work among India’s men, women, and children. #IndiaNeedsOxygen… https://t.co/Rvigb6G3Uz
",we praise your name lord jesus for your mighty work among india s men women and children,0.0757556996810739,0.79343593,Supportive,Supportive,Supportive,Supportive,en
1386742947069235205,1386742947069235205,"If you do business with Indians, living in #India or abroad, then please be kind. Everyone with an Indian connectio… https://t.co/8RV3ZdAEIq
",if you do business with indians living in or abroad then please be kind everyone with an indian connectio,0.0091758096354972,0.69263774,Supportive,Supportive,Supportive,Supportive,en
1389283983138099204,1389283983138099204,"At lunch and turned on @CNN crying man! I can’t take this anymore!!! #indianeedoxygen what the heck is going on?! https://t.co/RQckWXq2kn
",at lunch and turned on crying man i can t take this anymore what the heck is going on,0.0066329896613266,0.60437655,Supportive,Supportive,Supportive,Supportive,en
1385842626587463681,1385842626587463681,"RT @MonnaNaseer: This is a food street in Karachi.India is fighting with corona &amp; having this adversity.Situation in Pak wont be diff if we…
",rt this is a food street in karachi india is fighting with corona amp having this adversity situation in pak wont be diff if we,0.0062658700726605,0.64868236,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385510115638452224,1385510115638452224,"Humanity over anything! Our prophet (pbuh) was an example for the entire mankind, not just muslim, let’s show the t… https://t.co/KNmrQnQywk
",humanity over anything our prophet pbuh was an example for the entire mankind not just muslim let s show the t,0.0350583468379179,0.7555284,Not Supportive,Supportive,Supportive,Supportive,en
1386088255548973056,1386088255548973056,"As being Pakistani I am crying out loud .No matter what our Differences are  when it's come to humanity we all stan… https://t.co/d29etTGh0j
",as being pakistani i am crying out loud no matter what our differences are when it s come to humanity we all stan,0.2752484349041502,0.70898527,Supportive,Supportive,Supportive,Supportive,en
1385913918615441408,1385913918615441408,"These moments are eye opening for both states, kets invest in health abd education, lets heal each other, lets go f… https://t.co/fM1CqgLSWp
",these moments are eye opening for both states kets invest in health abd education lets heal each other lets go f,0.5331812209541936,0.72795385,Supportive,Supportive,Supportive,Supportive,en
1386454576207785985,1386454576207785985,"Will BeardMan stop this too? Saudi Arabia extends helping hand to covid patients suffering from lack of oxygen in I… https://t.co/HCulUK8dVK
",will beardman stop this too saudi arabia extends helping hand to covid patients suffering from lack of oxygen in i,0.0057633843280071,0.7511303,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385840971124936704,1385840971124936704,"#IndiaNeedsOxygen Dear world please help my country  Pray for my country   #world #helpindia #Help… https://t.co/KbZSorGjKu
",dear world please help my country pray for my country,0.2411159617139959,0.77518696,Supportive,Supportive,Supportive,Supportive,en
1386229548203888642,1386229548203888642,"RT @sfbukhari: The leadrship in India has been transferrd frm Politicians 2 Drs, Parameds, Civil Society, philanthropists &amp; common man help…
",rt the leadrship in india has been transferrd frm politicians 2 drs parameds civil society philanthropists amp common man help,0.0108738744409432,0.6862714,Supportive,Supportive,Supportive,Supportive,en
1386779411333193730,1386779411333193730,"RT @chemist_143: May the Almighty Allah give health and shifa to all suffering from corona, anywhere in the world. India is our neighbour &amp;…
",rt may the almighty allah give health and shifa to all suffering from corona anywhere in the world india is our neighbour amp,0.049057297298426,0.761891,Supportive,Supportive,Supportive,Supportive,en
1387691933623996416,1387691933623996416,"Priyanka Chopra grateful to the US for coming to the aid of India amidst crisis #priyankachopra #grateful… https://t.co/PDFMmLu217
",priyanka chopra grateful to the us for coming to the aid of india amidst crisis,0.0046537731309154,0.79033124,Supportive,Not Supportive,Supportive,Supportive,en
1385281868564635649,1385281868564635649,"Pakistan and India spends billions of dollars in the name of Defence. Have a good look at the old lady in the pictu… https://t.co/bwTf64M5TI
",pakistan and india spends billions of dollars in the name of defence have a good look at the old lady in the pictu,0.0063493386171682,0.6956566,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385633351344836611,1385633351344836611,"#IndiaNeedsOxygen Humanity❤ Trending in pakistan. Positive face of pakistan. Humanity comes first. https://t.co/JGkBgKYwh7
",humanity trending in pakistan positive face of pakistan humanity comes first,0.0408168725317079,0.7801399,Supportive,Supportive,Supportive,Supportive,en
1385948931994042368,1385948931994042368,"RT @Yasir_PMLN07: All political and government issues aside,india is suffering from the worst crisis,Thousands are dieing everyday. May All…
",rt all political and government issues aside india is suffering from the worst crisis thousands are dieing everyday may all,0.0148498480462659,0.7870207,Supportive,Supportive,Supportive,Supportive,en
1385884196045049856,1385884196045049856,"#EndiaSaySorryToKashmir  The first lockdown, curfew was imposed in Kashmir. Then after that Allah forced the whole… https://t.co/GAhc41t1RM
",the first lockdown curfew was imposed in kashmir then after that allah forced the whole,0.0011740342061268,0.6792602,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385979085353066496,1385979085353066496,"RT @MariaQayyum8: Yes seriously, India you musttt mustttt say sorry to kashmir. You did very very wrong with kashmir's innocent https://t.c…
",rt yes seriously india you musttt mustttt say sorry to kashmir you did very very wrong with kashmir s innocent,0.0020206456312328,0.7112086,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385899996055105536,1385899996055105536,"@being__Shia Love to see trending #PakistanstandswithIndia in this difficult hours. Thank you Pakistan 🇵🇰!   We may… https://t.co/0I4nADP42q
",love to see trending in this difficult hours thank you pakistan we may,0.0683426558842316,0.7886377,Supportive,Supportive,Supportive,Supportive,en
1385741651436576768,1385741651436576768,"#PakistanstandswithIndia  May Allah protect us all from this virus and grant mercy on each and every one of us.
",may allah protect us all from this virus and grant mercy on each and every one of us,0.0367115628105948,0.78731996,Supportive,Supportive,Supportive,Supportive,en
1386440004231221248,1386440004231221248,"RT @SabahatMS: Prayers for India! ... Absolutely heartbroken after seeing visuals coming from India. We feel your pain and we all are prayi…
",rt prayers for india absolutely heartbroken after seeing visuals coming from india we feel your pain and we all are prayi,0.0839767879241768,0.7906216,Supportive,Supportive,Supportive,Supportive,en
1385738030800048128,1385738030800048128,"RT @namkeenchaai: Despite all the differences, #PakistanstandswithIndia is a heartfelt reminder the common ground the two nations share: HU…
",rt despite all the differences is a heartfelt reminder the common ground the two nations share hu,0.3495935247336634,0.68289876,Supportive,Supportive,Supportive,Supportive,en
1386414973983723520,1386414973983723520,"Situations in India getting Worst.#PakistanstandswithIndia  World Health Organization (WHO) Pls do something. May A… https://t.co/OuVDN3pRtU
",situations in india getting worst world health organization who pls do something may a,0.0547810075987932,0.7886227,Supportive,Supportive,Supportive,Supportive,en
1385701145784500224,1385701145784500224,"RT @Mahahehehaha: EVERY HUMAN LIFE IS IMPORTANT REGARDLESS OF OUR DIFFERENCES.  MAY ALLAH SWT SAVE EVERY INNOCENT SOUL. AMEEN.  #Pakistanst…
",rt every human life is important regardless of our differences may allah swt save every innocent soul ameen,0.3353089831681026,0.7806688,Supportive,Supportive,Supportive,Supportive,de
1386280848547217409,1386280848547217409,"RT @alamgir_miah24: Hi There Are You Looking For #advertisement ads #designer? #product #BannerDesign  Hire Me : https://t.co/nSTyeQ4Nrq  c…
",rt hi there are you looking for ads hire me c,0.0064986964421648,0.6117439,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386382338712645635,1386382338712645635,"India We Are Praying For You. Allah,s Bless You. #PakistanstandswithIndia  #IndiaNeedsOxygen #Weprayforindia https://t.co/b1NFl0KKbW
",india we are praying for you allah s bless you,0.1052165627097174,0.7501946,Supportive,Supportive,Supportive,Supportive,en
1386243372973764608,1386243372973764608,"As a human we all are together 🙏🏻 Pray for India and for all people all over the world who are suffering from COVID… https://t.co/eeQY8Zbhp2
",as a human we all are together pray for india and for all people all over the world who are suffering from covid,0.4917692685493157,0.76475567,Supportive,Supportive,Supportive,Supportive,en
